team1,team2,team1_score,team2_score,match_date,match_time
Alter Ego,BOOM Esports,1,2,N/A,5:00 AM
Fancy United Esports,Team Flash,2,0,N/A,5:00 AM
SCARZ,IGZIST,2,1,N/A,4:20 AM
FULL SENSE,Made in Thailand,3,0,N/A,3:50 AM
ENDER,ORGLESS,0,2,N/A,3:25 AM
MABUHAY,ARF TEAM,1,2,N/A,1:00 AM
REJECT,FENNEL,2,0,N/A,1:00 AM
Disguised,Please Don't Fire,2,0,N/A,12:50 AM
Made in Thailand,Team NKT,2,0,N/A,12:00 AM
Blitz Esports,Ninjas in Galaxy,1,2,N/A,10:00 PM
Sengoku Gaming,Murash Gaming,2,1,N/A,9:30 PM
FlyQuest RED,Paw Pals,3,1,N/A,4:00 PM
NOVO Esports,HGE Esport,9,13,N/A,3:05 PM
Joblife,Akroma,2,0,N/A,2:30 PM
DSYRE,Axolotl,14,12,N/A,1:50 PM
Outplayed,QLASH,7,13,N/A,12:50 PM
R8 Esports,Team RA'AD,2,0,N/A,12:30 PM
VALIANT GC,GIANTX GC,0,2,N/A,12:30 PM
RIZON,Eintracht Frankfurt,0,2,N/A,12:15 PM
RTZN,VX300 Gaming,2,13,N/A,12:00 PM
Galatasaray Esports,Regnum Carya Esports,2,0,N/A,11:05 AM
Monaco Esports,Mandatory,1,2,N/A,11:00 AM
apinaorkesteri,SweetNsour,2,1,N/A,10:25 AM
Fraggerz,Vision Esports,0,2,N/A,10:00 AM
G2 Gozen,Team Falcons Vega,2,0,N/A,10:00 AM
SAW,Impulse GW,2,1,N/A,9:00 AM
SK Gaming,ALTERNATE aTTaX,2,1,N/A,8:50 AM
HOWL Esports,Fenerbahçe Esports,2,0,N/A,8:30 AM
Formulation Gaming,NXT,0,2,N/A,8:00 AM
Unicorns of Love,CGN Esports,0,2,N/A,7:00 AM
Made in Thailand,FULL SENSE,1,2,N/A,6:25 AM
KOBIET,Rapid Lofi,0,2,N/A,6:10 AM
Tàn Dư Esports,LAZY,0,2,N/A,4:00 AM
MABUHAY,Alter Ego,1,2,N/A,3:50 AM
Team NKT,Attack All Around,2,1,N/A,3:00 AM
Sengoku Gaming,IGZIST,2,0,N/A,2:30 AM
LaZe,ORGLESS,0,2,N/A,2:15 AM
5 Clown,THE HERO,1,2,N/A,1:00 AM
SCARZ,Murash Gaming,0,2,N/A,12:10 AM
Disguised,NEXGA,0,2,N/A,12:05 AM
ENDER,Ninjas in Galaxy,0,2,N/A,10:00 PM
VARREL,NORTHEPTION,0,2,N/A,9:30 PM
Passion Project,Paw Pals,1,2,N/A,7:10 PM
Six Karma,RETA Esports,1,2,N/A,6:30 PM
OLIMPO,CO-OP.gg,1,2,N/A,5:15 PM
FUSION,19esports,2,0,N/A,4:00 PM
Shopify Rebellion,FlyQuest RED,2,1,N/A,4:00 PM
Hero Base,TBK Esports,2,1,N/A,2:00 PM
VALIANT GC,NASR Ignite,2,0,N/A,12:00 PM
GIANTX GC,NEON BLADE,2,0,N/A,10:00 AM
Team Flash,LAZY,2,0,N/A,7:30 AM
FULL SENSE,Attack All Around,2,0,N/A,7:05 AM
Blitz Esports,Please Don't Fire,0,2,N/A,5:00 AM
5 Clown,BOOM Esports,0,2,N/A,4:20 AM
Fancy United Esports,Rapid Lofi,2,1,N/A,4:00 AM
Made in Thailand,Team NKT,2,1,N/A,3:00 AM
NORTHEPTION,FENNEL,1,2,N/A,2:50 AM
Valhalla,NAOS,0,2,N/A,2:00 AM
OLD STINKY CAT,ZOL Esports,0,2,N/A,2:00 AM
Nongshim RedForce,IAM,2,0,N/A,2:00 AM
ARF TEAM,THE HERO,1,2,N/A,1:00 AM
VARREL,REJECT,2,0,N/A,12:30 AM
Geek Fam,Oasis Gaming,0,2,N/A,12:00 AM
Passion Project,Supernova Galaxy,2,1,N/A,7:55 PM
E-Xolos LAZER,Mookah Rabbits,2,1,N/A,7:15 PM
2Game Esports,Stellae Gaming,2,1,N/A,4:45 PM
Paw Pals,YFP X,2,1,N/A,4:30 PM
Six Karma,19esports,2,1,N/A,4:00 PM
Legacy,XLD Gaming,2,0,N/A,2:00 PM
RED Canids,Galorys,2,0,N/A,2:00 PM
GIANTX GC,G2 Gozen,0,2,N/A,12:30 PM
Chipi Chapa's,Acend,2,0,N/A,12:00 PM
ESC Gaming,GoNext Esports,0,2,N/A,10:00 AM
Team Falcons Vega,VALIANT GC,2,0,N/A,10:00 AM
Hungkuang Falcon,Oblivion Force,0,2,N/A,8:30 AM
1st MegaSaver,ZOL Esports,2,0,N/A,5:30 AM
IAM,Maru Gaming,0,2,N/A,5:20 AM
yuanyoyin,ROA Esport,1,2,N/A,5:00 AM
Disguised,ORGLESS,1,2,N/A,5:00 AM
Nongshim RedForce,Incheon On Sla2ers,2,0,N/A,2:00 AM
OLD STINKY CAT,JustUs,2,1,N/A,1:45 AM
Carti Esports,AIM PH,2,0,N/A,12:00 AM
Passion Project,FlyQuest RED,1,2,N/A,6:00 PM
Infinity X,YFP X,1,2,N/A,6:00 PM
Hero Base,RED Canids,2,1,N/A,4:35 PM
Shopify Rebellion,Paw Pals,2,0,N/A,4:10 PM
Supernova Galaxy,The Boys,2,0,N/A,4:10 PM
OXEN,Furious Gaming,0,2,N/A,3:15 PM
CO-OP.gg,XLD Gaming,0,2,N/A,2:00 PM
All Knights,Nottingham Miedo,2,0,N/A,1:00 PM
B8 Esports,Enterprise Esports,2,0,N/A,12:45 PM
FOKUS Sakura,NASR Ignite,0,2,N/A,12:30 PM
Diamant Esports,Zero Tenacity,2,1,N/A,10:00 AM
NEON BLADE,BBL Queens,2,0,N/A,10:00 AM
yuanyoyin,Hungkuang Falcon,0,2,N/A,6:55 AM
S2 Esports,Five Ace Esports,2,0,N/A,5:00 AM
LaZe,Ninjas in Galaxy,2,0,N/A,5:00 AM
SHERPA,Dplus Esports,0,2,N/A,4:45 AM
Carti Esports,Geek Fam,2,1,N/A,4:10 AM
LFG Portal,SLT Seongnam,2,0,N/A,2:00 AM
Valhalla,Oasis Gaming,0,2,N/A,1:40 AM
OLD STINKY CAT,NAOS,0,2,N/A,12:00 AM
Passion Project,Infinity X,2,0,N/A,7:45 PM
FlyQuest RED,YFP X,2,0,N/A,6:10 PM
OLIMPO,Galorys,0,2,N/A,6:00 PM
Shopify Rebellion,Supernova Galaxy,2,0,N/A,4:00 PM
Paw Pals,The Boys,2,1,N/A,4:00 PM
9z Team,XSOUL,2,0,N/A,3:15 PM
KPI Gaming,Barça eSports,13,11,N/A,2:15 PM
2Game Esports,Legacy,2,0,N/A,2:15 PM
Stellae Gaming,TBK Esports,2,1,N/A,2:00 PM
Team Falcons Vega,NEON BLADE,2,1,N/A,1:30 PM
Case Esports,FIVE Media Clan,10,13,N/A,1:00 PM
Nottingham Miedo,Furious Gaming,2,0,N/A,1:00 PM
NASR Esports,Onyx Ravens,2,0,N/A,1:00 PM
ZETA Gaming,UCAM Esports Club,10,13,N/A,12:00 PM
Enterprise Esports,Chipi Chapa's,0,2,N/A,11:45 AM
Ramboot Club,AYM Esports,13,9,N/A,11:00 AM
GoNext Esports,B8 Esports,2,0,N/A,10:00 AM
The Ultimates,Underground Gaming,2,0,N/A,10:00 AM
BBL Queens,VALIANT GC,1,2,N/A,10:00 AM
UCAM Esports Club,Ramboot Club,8,13,N/A,2:00 PM
NASR Esports,Team RA'AD,2,0,N/A,1:30 PM
Barça eSports,Case Esports,13,2,N/A,1:00 PM
G2 Gozen,NASR Ignite,2,0,N/A,12:15 PM
ZETA Gaming,FIVE Media Clan,7,13,N/A,11:50 AM
NOM Esports,ESC Gaming,0,2,N/A,11:40 AM
Galakticos,S2G Esports,0,2,N/A,11:05 AM
AYM Esports,KPI Gaming,4,13,N/A,11:00 AM
Acend,Incognito,2,0,N/A,10:00 AM
Fraggerz,The Ultimates,1,2,N/A,10:00 AM
GIANTX GC,FOKUS Sakura,2,0,N/A,10:00 AM
Digital Athletics,Regnum Carya Esports,2,0,N/A,8:30 AM
LOUD,Sentinels,2,3,N/A,4:00 PM
HGE Esport,QLASH,13,10,N/A,3:00 PM
VALIANT,Zerance,2,0,N/A,2:05 PM
VX300 Gaming,DSYRE,4,13,N/A,2:00 PM
Unicorns of Love,Ovation eSports,1,2,N/A,1:25 PM
Axolotl,Outplayed,13,6,N/A,1:00 PM
Team RA'AD,Onyx Ravens,2,1,N/A,1:00 PM
Fire Flux Esports,Papara SuperMassive,2,1,N/A,12:30 PM
NOVO Esports,RTZN,13,5,N/A,12:00 PM
DVM Esport,Akroma,1,2,N/A,11:00 AM
apinaorkesteri,Apeks,0,2,N/A,10:50 AM
SK Gaming,CGN Esports,1,2,N/A,10:00 AM
Twisted Minds Esports,Fraggerz,0,2,N/A,10:00 AM
EX0TIK GAMING,ELEVATE,0,2,N/A,9:00 AM
Galatasaray Esports,HOWL Esports,1,2,N/A,8:30 AM
OnlyFins,NXT,0,2,N/A,8:00 AM
XERXIA Esports,Team NKT,1,2,N/A,7:25 AM
Attack All Around,Valee Thai Esports,2,0,N/A,5:00 AM
1st MegaSaver,JustUs,0,2,N/A,4:00 AM
Crocodile Tears,KOBIET,2,3,N/A,4:00 AM
NEXGA,Please Don't Fire,2,0,N/A,4:00 AM
ARF TEAM,Alter Ego,2,0,N/A,3:30 AM
Sengoku Gaming,REJECT,0,2,N/A,2:50 AM
AIM PH,ZOL Esports,0,2,N/A,2:05 AM
THE HERO,BOOM Esports,0,2,N/A,1:00 AM
Blitz Esports,ENDER,2,1,N/A,1:00 AM
VARREL,IGZIST,2,0,N/A,12:30 AM
OLD STINKY CAT,Oasis Gaming,2,0,N/A,12:00 AM
Disguised,Ninjas in Galaxy,2,1,N/A,10:00 PM
NRG Esports,Sentinels,1,2,N/A,7:00 PM
Evil Geniuses,LOUD,1,2,N/A,4:00 PM
QLASH,Axolotl,5,13,N/A,3:05 PM
RTZN,HGE Esport,7,13,N/A,2:05 PM
Solary,Monaco Esports,2,0,N/A,1:25 PM
DSYRE,NOVO Esports,13,6,N/A,1:10 PM
Onyx Ravens,R8 Esports,0,2,N/A,1:00 PM
Galakticos,İstanbul Wildcats,0,2,N/A,12:00 PM
Outplayed,VX300 Gaming,11,13,N/A,12:00 PM
Formulation Gaming,Metizport,2,1,N/A,11:55 AM
RIZON,MOUZ,0,2,N/A,11:30 AM
Mandatory,Joblife,2,0,N/A,11:00 AM
ELEVATE,Impulse GW,1,2,N/A,11:00 AM
Fraggerz,DRAGONS,2,0,N/A,10:00 AM
FOKUS,DIVIZON,2,0,N/A,9:10 AM
Digital Athletics,Fenerbahçe Esports,1,2,N/A,8:30 AM
SweetNsour,who cars?,2,1,N/A,8:00 AM
SAW,EX0TIK GAMING,2,0,N/A,8:00 AM
Dominus Esports,KOBIET,1,3,N/A,7:45 AM
FULL SENSE,Made in Thailand,2,1,N/A,7:00 AM
CGN Esports,Eintracht Frankfurt,2,0,N/A,7:00 AM
1st MegaSaver,NAOS,0,2,N/A,5:30 AM
Team NKT,Barn nong chok,2,0,N/A,5:00 AM
Crocodile Tears,Tàn Dư Esports,1,2,N/A,4:00 AM
SCARZ,NORTHEPTION,0,2,N/A,3:25 AM
FunPlus Phoenix,EDward Gaming,1,3,N/A,3:00 AM
JustUs,ZOL Esports,0,2,N/A,3:00 AM
ARF TEAM,BOOM Esports,0,2,N/A,2:00 AM
ORGLESS,Please Don't Fire,2,1,N/A,2:00 AM
Murash Gaming,FENNEL,0,2,N/A,12:30 AM
Valhalla,Geek Fam,1,2,N/A,12:00 AM
LaZe,ENDER,2,0,N/A,12:00 AM
THE HERO,Alter Ego,0,2,N/A,11:45 PM
5 Clown,MABUHAY,0,2,N/A,10:00 PM
Blitz Esports,NEXGA,0,2,N/A,10:00 PM
FUSION,E-Xolos LAZER,0,2,N/A,6:20 PM
RETA Esports,Mookah Rabbits,2,0,N/A,4:00 PM
Team Heretics,Karmine Corp,1,3,N/A,10:00 AM
Sharper Esport,Attack All Around,1,2,N/A,8:05 AM
Carti Esports,Valhalla,2,1,N/A,6:00 AM
EDward Gaming,Trace Esports,2,0,N/A,5:15 AM
XERXIA Esports,Valee Thai Esports,1,2,N/A,5:00 AM
Ninjas in Galaxy,Please Don't Fire,2,0,N/A,5:00 AM
OLD STINKY CAT,AIM PH,2,0,N/A,4:00 AM
FunPlus Phoenix,Dragon Ranger Gaming,2,0,N/A,3:00 AM
Incheon On Sla2ers,SHERPA,0,2,N/A,2:00 AM
NAOS,ZOL Esports,1,2,N/A,12:00 AM
Maru Gaming,LFG Portal,0,2,N/A,11:00 PM
Dplus Esports,IAM,2,1,N/A,11:00 PM
Six Karma,FUSION,0,2,N/A,6:10 PM
Galorys,XLD Gaming,2,1,N/A,4:30 PM
19esports,Mookah Rabbits,0,2,N/A,4:00 PM
Legacy,TBK Esports,2,0,N/A,2:00 PM
FNATIC,Karmine Corp,0,2,N/A,12:20 PM
Team Heretics,Natus Vincere,2,0,N/A,10:00 AM
Tàn Dư Esports,Rapid Lofi,0,2,N/A,7:35 AM
Five Ace Esports,ONE Team Esports,1,2,N/A,6:40 AM
SLT Seongnam,SHERPA,1,2,N/A,6:15 AM
PEI WAN E-SPORTS,yuanyoyin,2,0,N/A,5:00 AM
Disguised,ENDER,2,0,N/A,5:00 AM
Crocodile Tears,LAZY,1,2,N/A,4:00 AM
MABUHAY,BOOM Esports,0,2,N/A,2:45 AM
Dplus Esports,LFG Portal,1,2,N/A,2:00 AM
5 Clown,Alter Ego,0,2,N/A,1:00 AM
FUZOS,FTW Leça FC Esports,1,13,N/A,5:00 PM
9z Team,OXEN,1,2,N/A,4:30 PM
RED Canids,OLIMPO,2,0,N/A,4:20 PM
Impulse GW,Hurricane Of Feathers,13,10,N/A,3:50 PM
ELEVATE,GTZ Esports,14,12,N/A,2:15 PM
2Game Esports,CO-OP.gg,2,0,N/A,2:00 PM
Hero Base,Stellae Gaming,2,0,N/A,2:00 PM
All Knights,XSOUL,1,2,N/A,1:15 PM
Unicorns of Love,SK Gaming,2,1,N/A,1:10 PM
EX0TIK GAMING,SAW,11,13,N/A,1:00 PM
Team Occupy,Onyx Ravens,1,2,N/A,12:05 PM
FOKUS,Ovation eSports,2,0,N/A,11:00 AM
Team Falcons,Fraggerz,2,0,N/A,10:00 AM
Oblivion Force,ONE Team Esports,2,1,N/A,7:20 AM
JustUs,AIM PH,2,1,N/A,7:00 AM
KOBIET,Rapid Lofi,0,2,N/A,6:30 AM
yuanyoyin,S2 Esports,0,2,N/A,5:00 AM
Maru Gaming,Nongshim RedForce,1,2,N/A,5:00 AM
Dominus Esports,Tàn Dư Esports,0,2,N/A,4:00 AM
MABUHAY,THE HERO,2,1,N/A,3:00 AM
Carti Esports,ZOL Esports,1,2,N/A,3:00 AM
IAM,Incheon On Sla2ers,2,0,N/A,2:00 AM
5 Clown,ARF TEAM,0,2,N/A,1:00 AM
1st MegaSaver,Oasis Gaming,1,2,N/A,11:50 PM
FUZOS,SAW,7,13,N/A,5:00 PM
9z Team,Nottingham Miedo,2,1,N/A,4:30 PM
GTZ Esports,FTW Leça FC Esports,13,11,N/A,3:50 PM
ELEVATE,Impulse GW,10,13,N/A,2:30 PM
R8 Esports,NASR Esports,2,0,N/A,2:20 PM
RIZON,DIVIZON,0,2,N/A,1:30 PM
Hurricane Of Feathers,EX0TIK GAMING,12,14,N/A,1:00 PM
All Knights,Furious Gaming,2,1,N/A,1:00 PM
G2 Gozen,Team Falcons Vega,1,2,N/A,12:50 PM
ALTERNATE aTTaX,MOUZ,0,2,N/A,11:00 AM
BBL Queens,Karmine Corp GC,2,0,N/A,10:00 AM
Unity Esports,Team Falcons,1,2,N/A,10:00 AM
Bilibili Gaming,Trace Esports,1,2,N/A,6:35 AM
Bilibili Gaming,Titan Esports Club,2,0,N/A,4:35 AM
JustUs,NAOS,0,2,N/A,4:30 AM
AIM PH,Valhalla,0,2,N/A,2:30 AM
Trace Esports,Titan Esports Club,2,1,N/A,1:00 AM
Carti Esports,1st MegaSaver,2,0,N/A,12:00 AM
Sentinels,G2 Esports,1,2,N/A,7:55 PM
G2 Esports,MIBR,1,2,N/A,4:10 PM
MIBR,Sentinels,0,2,N/A,2:00 PM
NASR Ignite,GIANTX GC,0,2,N/A,12:30 PM
Karmine Corp,KOI,2,0,N/A,11:45 AM
G2 Gozen,VALIANT GC,2,0,N/A,10:00 AM
KOI,Team Vitality,0,2,N/A,9:45 AM
Karmine Corp,Team Vitality,2,0,N/A,7:00 AM
Wolves Esports,Bilibili Gaming,0,2,N/A,6:40 AM
OLD STINKY CAT,Geek Fam,2,1,N/A,5:30 AM
Titan Esports Club,JDG Esports,2,1,N/A,3:05 AM
Oasis Gaming,ZOL Esports,2,1,N/A,2:00 AM
Trace Esports,Nova Esports,2,0,N/A,1:00 AM
AIM PH,NAOS,0,2,N/A,12:00 AM
G2 Esports,KRÜ Esports,2,0,N/A,7:55 PM
LEVIATÁN,Sentinels,1,2,N/A,4:40 PM
Cloud9,MIBR,0,2,N/A,2:00 PM
Team Liquid,KOI,1,2,N/A,1:45 PM
FOKUS Sakura,MAD Lions KOI,1,2,N/A,12:30 PM
Karmine Corp,FUT Esports,2,1,N/A,10:15 AM
NASR Ignite,Karmine Corp GC,2,0,N/A,10:00 AM
Wolves Esports,EDward Gaming,1,2,N/A,8:00 AM
Team Vitality,Gentle Mates,2,1,N/A,7:05 AM
Titan Esports Club,Dragon Ranger Gaming,1,2,N/A,4:30 AM
Paper Rex,Gen.G,1,3,N/A,2:00 AM
Trace Esports,FunPlus Phoenix,1,2,N/A,1:00 AM
G2 Esports,Evil Geniuses,0,2,N/A,4:00 PM
Karmine Corp GC,GIANTX GC,1,2,N/A,12:00 PM
Team Falcons Vega,FOKUS Sakura,2,0,N/A,10:00 AM
JDG Esports,All Gamers,2,0,N/A,5:25 AM
DRX,Gen.G,0,2,N/A,4:25 AM
TYLOO,Nova Esports,0,2,N/A,3:00 AM
T1,Paper Rex,0,2,N/A,2:00 AM
LOUD,LEVIATÁN,2,1,N/A,6:25 PM
NRG Esports,Cloud9,2,0,N/A,4:00 PM
VALIANT GC,MAD Lions KOI,2,0,N/A,1:30 PM
Team Vitality,FNATIC,0,2,N/A,11:20 AM
BBL Queens,NEON BLADE,2,1,N/A,10:00 AM
BBL Esports,KOI,0,2,N/A,9:10 AM
Natus Vincere,Team Liquid,2,0,N/A,7:00 AM
Crocodile Tears,Team Flash,1,2,N/A,6:20 AM
Bilibili Gaming,Wolves Esports,0,2,N/A,6:05 AM
LAZY,Fancy United Esports,0,2,N/A,4:00 AM
Dragon Ranger Gaming,All Gamers,2,0,N/A,3:55 AM
JDG Esports,Titan Esports Club,0,2,N/A,1:00 AM
E-Xolos LAZER,RETA Esports,1,2,N/A,7:00 PM
Stellae Gaming,Legacy,2,0,N/A,4:00 PM
FUSION,Mookah Rabbits,0,2,N/A,4:00 PM
2Game Esports,Galorys,2,0,N/A,2:00 PM
FUT Esports,GIANTX,2,1,N/A,12:10 PM
Team Heretics,Karmine Corp,2,0,N/A,10:00 AM
Gen.G,ZETA DIVISION,2,0,N/A,5:30 AM
FunPlus Phoenix,Nova Esports,2,0,N/A,5:05 AM
ZETA DIVISION,Team Secret,0,2,N/A,3:20 AM
Trace Esports,TYLOO,2,0,N/A,3:00 AM
Team Secret,Gen.G,1,2,N/A,12:00 AM
Hero Base,OLIMPO,2,0,N/A,5:30 PM
Six Karma,E-Xolos LAZER,0,2,N/A,5:30 PM
XSOUL,OXEN,2,0,N/A,2:15 PM
RED Canids,XLD Gaming,2,1,N/A,2:00 PM
TBK Esports,CO-OP.gg,2,0,N/A,2:00 PM
Team Vitality,Gentle Mates,2,0,N/A,12:45 PM
9z Team,Furious Gaming,2,0,N/A,12:00 PM
Team Liquid,KOI,2,0,N/A,10:00 AM
Natus Vincere,BBL Esports,2,1,N/A,7:00 AM
ZETA DIVISION,Global Esports,2,0,N/A,6:15 AM
Talon Esports,Team Secret,0,2,N/A,3:30 AM
Gen.G,Rex Regum Qeon,2,1,N/A,12:00 AM
RETA Esports,19esports,2,0,N/A,6:00 PM
XSOUL,Nottingham Miedo,2,0,N/A,2:05 PM
GIANTX,Karmine Corp,1,2,N/A,12:35 PM
All Knights,OXEN,2,0,N/A,12:00 PM
Team Falcons Vega,MAD Lions KOI,2,0,N/A,11:50 AM
FUT Esports,Team Heretics,0,2,N/A,10:00 AM
NEON BLADE,GIANTX GC,0,2,N/A,10:00 AM
DRX,Talon Esports,2,0,N/A,4:20 AM
DetonatioN FocusMe,Team Secret,0,2,N/A,2:00 AM
Sentinels,100 Thieves,2,1,N/A,6:45 PM
Impulse GW,GTZ Esports,13,2,N/A,4:30 PM
FURIA,MIBR,0,2,N/A,4:00 PM
RTZN,DSYRE,6,13,N/A,3:45 PM
ELEVATE,EX0TIK GAMING,13,7,N/A,3:20 PM
NOVO Esports,Outplayed,13,11,N/A,2:30 PM
FUZOS,Hurricane Of Feathers,13,6,N/A,2:20 PM
BBL Queens,NASR Ignite,2,0,N/A,1:30 PM
SAW,FTW Leça FC Esports,13,4,N/A,1:00 PM
HGE Esport,Axolotl,13,10,N/A,1:00 PM
Onyx Ravens,NASR Esports,2,1,N/A,1:00 PM
VX300 Gaming,QLASH,13,11,N/A,12:00 PM
Galatasaray Esports,S2G Esports,2,0,N/A,11:05 AM
Twisted Minds Esports,Team Falcons,1,2,N/A,10:20 AM
Team Falcons Vega,VALIANT GC,2,1,N/A,10:00 AM
Digital Athletics,Galakticos,0,2,N/A,8:30 AM
T1,ZETA DIVISION,2,1,N/A,7:00 AM
BLEED,Global Esports,1,2,N/A,3:15 AM
Gen.G,Paper Rex,1,2,N/A,12:00 AM
KRÜ Esports,G2 Esports,1,2,N/A,4:00 PM
Axolotl,VX300 Gaming,6,13,N/A,2:50 PM
Akroma,Monaco Esports,2,0,N/A,2:40 PM
QLASH,NOVO Esports,2,13,N/A,2:00 PM
Team RA'AD,NASR Esports,0,2,N/A,1:30 PM
Outplayed,RTZN,13,5,N/A,12:50 PM
VALIANT GC,FOKUS Sakura,1,2,N/A,12:10 PM
Fire Flux Esports,HOWL Esports,1,2,N/A,12:05 PM
Impulse GW,FTW Leça FC Esports,5,13,N/A,12:00 PM
DSYRE,HGE Esport,13,2,N/A,12:00 PM
DIVIZON,ALTERNATE aTTaX,2,0,N/A,11:30 AM
ELEVATE,FUZOS,13,6,N/A,11:00 AM
Zerance,Joblife,1,2,N/A,11:00 AM
GTZ Esports,EX0TIK GAMING,6,13,N/A,10:00 AM
NEON BLADE,Karmine Corp GC,2,0,N/A,10:00 AM
Underground Gaming,Twisted Minds Esports,2,1,N/A,10:00 AM
Ovation eSports,RIZON,2,0,N/A,9:30 AM
Hurricane Of Feathers,SAW,2,13,N/A,9:00 AM
Regnum Carya Esports,İstanbul Wildcats,1,2,N/A,8:30 AM
FOKUS,Unicorns of Love,2,0,N/A,7:00 AM
DRX,DetonatioN FocusMe,2,0,N/A,4:30 AM
Team Secret,Talon Esports,0,2,N/A,2:30 AM
ZETA DIVISION,Global Esports,2,0,N/A,12:00 AM
LEVIATÁN,100 Thieves,2,1,N/A,6:35 PM
LOUD,Sentinels,2,0,N/A,4:00 PM
Outplayed,DSYRE,7,13,N/A,3:25 PM
VALIANT,Solary,2,1,N/A,2:40 PM
QLASH,RTZN,13,6,N/A,2:10 PM
R8 Esports,Gamax Esports,2,0,N/A,2:00 PM
HGE Esport,VX300 Gaming,2,13,N/A,1:20 PM
Axolotl,NOVO Esports,2,13,N/A,12:20 PM
Eintracht Frankfurt,SK Gaming,0,2,N/A,12:20 PM
NEON BLADE,NASR Ignite,1,2,N/A,12:10 PM
Galakticos,Papara SuperMassive,0,2,N/A,11:55 AM
Formulation Gaming,SweetNsour,0,2,N/A,11:30 AM
DVM Esport,Mandatory,1,2,N/A,11:00 AM
G2 Gozen,FOKUS Sakura,2,0,N/A,10:00 AM
The Ultimates,Unity Esports,1,2,N/A,10:00 AM
MOUZ,CGN Esports,2,1,N/A,9:15 AM
S2G Esports,Fenerbahçe Esports,2,1,N/A,8:30 AM
Metizport,NXT,2,1,N/A,8:00 AM
Gen.G,Rex Regum Qeon,2,1,N/A,7:45 AM
ALTERNATE aTTaX,Ovation eSports,2,0,N/A,7:00 AM
T1,BLEED,2,0,N/A,12:00 AM
Cloud9,MIBR,2,1,N/A,7:00 PM
NRG Esports,FURIA,2,0,N/A,4:00 PM
SK Gaming,MOUZ,0,2,N/A,1:50 PM
G2 Gozen,MAD Lions KOI,2,0,N/A,1:10 PM
who cars?,Apeks,0,2,N/A,11:00 AM
CGN Esports,DIVIZON,2,1,N/A,11:00 AM
BBL Queens,GIANTX GC,1,2,N/A,10:00 AM
Fancy United Esports,Rapid Lofi,2,0,N/A,8:00 AM
FULL SENSE,Attack All Around,2,1,N/A,7:45 AM
Reckoning Esports,Grayfox Esports,2,1,N/A,6:30 AM
TheBAIS,Geek Fam,2,1,N/A,5:30 AM
Made in Thailand,Team NKT,2,0,N/A,5:00 AM
Sengoku Gaming,FENNEL,0,2,N/A,4:00 AM
Dominus Esports,Crocodile Tears,1,2,N/A,4:00 AM
MLT Esports,Revenant Esports,1,2,N/A,3:30 AM
JustUs,Oasis Gaming,1,2,N/A,2:30 AM
REJECT,Murash Gaming,2,1,N/A,12:30 AM
Carti Esports,OLD STINKY CAT,0,2,N/A,12:00 AM
Blinn,Thinking Men,1,2,N/A,7:35 PM
Thinking Men,St. Clair Saints,2,0,N/A,5:25 PM
TBK Esports,Galorys,2,0,N/A,4:25 PM
Thinking Men,Ambrosia,2,0,N/A,3:00 PM
Lucky 7,St. Clair Saints,0,2,N/A,3:00 PM
RED Canids,2Game Esports,0,2,N/A,2:00 PM
Unicorns of Love,Eintracht Frankfurt,0,2,N/A,1:00 PM
RIZON,FOKUS,2,0,N/A,11:00 AM
XERXIA Esports,Sharper Esport,1,2,N/A,6:55 AM
LAZY,KOBIET,2,0,N/A,6:20 AM
OLD STINKY CAT,Valhalla,2,1,N/A,5:35 AM
Revenant Esports,True Rippers,2,1,N/A,5:30 AM
Barn nong chok,Valee Thai Esports,2,0,N/A,5:00 AM
Tàn Dư Esports,Team Flash,0,2,N/A,4:00 AM
Orangutan,Grayfox Esports,0,2,N/A,3:30 AM
AIM PH,Geek Fam,0,2,N/A,3:10 AM
VARREL,SCARZ,0,2,N/A,3:05 AM
NORTHEPTION,IGZIST,2,0,N/A,12:30 AM
Carti Esports,JustUs,1,2,N/A,12:00 AM
QoR,Blinn,2,1,N/A,9:15 PM
Ambrosia,Mochi Fanclub,2,0,N/A,9:00 PM
St. Clair Saints,Lemonade Stand,2,0,N/A,9:00 PM
Zero MarksMen Black,Lemonade Stand,0,2,N/A,7:15 PM
Crime City,Mochi Fanclub,1,2,N/A,6:25 PM
Thinking Men,Blinn,1,2,N/A,6:15 PM
Ambrosia,Burgerville,2,0,N/A,6:10 PM
the basement,St. Clair Saints,0,2,N/A,6:05 PM
Stellae Gaming,CO-OP.gg,2,0,N/A,5:55 PM
QoR,Lucky 7,2,0,N/A,4:00 PM
1337,Burgerville,0,2,N/A,4:00 PM
Mochi Fanclub,Last Resistance,2,0,N/A,4:00 PM
St. Clair Saints,Ions Day Care,2,0,N/A,4:00 PM
Resonate,Lemonade Stand,1,2,N/A,4:00 PM
Hero Base,Legacy,1,2,N/A,2:00 PM
OLIMPO,XLD Gaming,0,2,N/A,2:00 PM
Reckoning Esports,Medal Esports,2,0,N/A,5:45 AM
Geek Fam,ZOL Esports,0,2,N/A,5:00 AM
MLT Esports,Carnival Gaming,2,0,N/A,3:30 AM
TheBAIS,Valhalla,2,0,N/A,2:25 AM
Oasis Gaming,NAOS,0,2,N/A,12:00 AM
the basement,Blinn,0,2,N/A,10:05 PM
